Are you self-employed?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?",Do you believe your productivity is ever affected by a mental health issue?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?
0,Yes,I don't know,Yes,Yes,No,No,I don't know,No,,,Maybe,If I felt the issue would not interfere with my performance I would not bring it up. ,No,Without knowing the employer's stance in mental health issues I would be reluctant to do anything that might jeopardize the interview. ,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,Maybe,0,Not applicable to me,Not applicable to me,44,Male,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,,No,Stigma,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,1,Rarely,Often,45,F,United States of America
0,I don't know,I don't know,Maybe,No,Yes,Yes,Yes,No,,,Yes,,Maybe,I would be afraid they would let me go if they found out about any mental health issues I would have.,Maybe,Maybe,Neutral,N/A,,1,Not applicable to me,Not applicable to me,35,female,United States of America
0,Yes,Yes,No,No,Maybe,Yes,I don't know,No,,,Yes,Physical health issues are unlikely to impact tech work and should be easy to accommodate,No,"I don't know how a potential employer would react, and whether they would feel accommodating a mental health issue would be considered too difficult",Maybe,"No, I don't think they would",Somewhat open,No,,1,Sometimes,Sometimes,39,Male,United States of America
0,I don't know,I don't know,Maybe,No,No,Maybe,I don't know,No,,,Yes,If it would impact my work in any way,Maybe,"Maybe, it's the stigma","Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,,1,Not applicable to me,Not applicable to me,37,Female,United States of America
0,No,No,Maybe,Maybe,No,No,I don't know,No,,,Yes,If the physical health issue affected my ability to do the job yes I would. If not then I wouldn't. ,Maybe,If it applied I would consider it,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Maybe,0,Not applicable to me,Not applicable to me,35,Male,United States of America
0,Yes,No,Yes,Maybe,No,No,I don't know,No,,,Maybe,Fear of unintentional discrimination/negative bias,No,Fear of negative bias *and* no benefit in bringing it up ,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,Maybe,1,Rarely,Not applicable to me,29,Female,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,No,,No,,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,1,Sometimes,Often,49,f,United States of America
0,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No,,,Maybe,"I'd probably mention it after I was hired, once I knew I was safe.",No,"It wouldn't be worth it in case it somehow did impact the hiring process. Again, it's something I'd rather bring up later or not at all.","Yes, I think it would",Maybe,Very open,No,,1,Rarely,Often,21,Male (cis),United States of America
0,Yes,No,Yes,Maybe,Maybe,Maybe,No,No,,,Yes,I'm hard of hearing which is important to mutually understand in the interview process. Also is a good test of being accommodating or not. ,No,,Maybe,"No, I don't think they would",Somewhat open,"Yes, I experienced",No,1,Sometimes,Often,26,Female,United States of America
0,Yes,Yes,No,No,Yes,Yes,No,No,,,No,,No,,Maybe,"No, I don't think they would",Neutral,No,,1,Sometimes,Often,35,male,Germany
0,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,No,,,No,Wouldn't seem relevant that early. I would ask questions to get a feel for how accepting the company is. ,No,I would first observe and ask questions to get a feel for how open and accepting the company is. ,"No, it has not","No, I don't think they would",Somewhat open,"Yes, I experienced",Yes,1,Never,Often,56,M,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,"AT least at the places I have worked - IT in banking..it was a very macho hardass culture across the board. In nonprofit spots - the budgets were so tight everyone complained all the time and had it hard...not as hard as me with untreated ADHD, depression and anxiety...but hard. It should have come up in all previous workplaces but I never feel safe bringing it up. I freelance now so I can deal with structuring my own work hours etc...but, I am really really struggling both due to isolation and just...freelancing is a real grind. If I didn't have Obamacare I would be completely screwed. AS it is I am only semi screwed. ALSO  - what I wish you would ask in this survey is about caretaking. 
I am female in IT..and disabled. I take care of my elderly mother and my developmentally disabled brother. 
What NEVER gets discussed is who does the caretaking in families when someone breaks down or is unable to work...it's women, sisters, daughters, mothers... So PLEASE work caretaking survey questions into your surveys.

I can't just say it's about me...I'm under water because no one is helping with my brother or mother..least of all my father who died penniless after years on wall street making millions. He was ADHD too...and alcoholic and depressed...but, he was a ""master of the universe"" type doing IPOs for tech companies...and a ""liberatarian""... 

So yeah - please get more intersectional in how you survey this landscape. I'm screwed NOT just because of my disabilities...but my gender as well.

Sooo - this survey should have a ""Did we miss anything"" open question at the end. Two things. One - My ADHD is an asset when treated and understood...Also - When I finally got coverage at work 20 years ago...I was put on a med which I had a very bad reaction to - at work. Getting treated (after decades) ended up cratering my worklife for ten years or so. Wrong meds *really* messed me up - along with wrong DX. I couldn't be open about it. And then had a serious breakdown at work...and was fired immediately. No mercy. No understanding - I told them what was going on and I was gone. Because I wasn't well.. I couldn't defend myself. I became homeless for a while. I'm OK now...but it was a *mess* caused BY getting poor medical treatment for pretty run of the mill depression...I was in Silicon Valley at the time and over 30 and female. There was NO space for me to be anything less that 120% perfect as I was one of very few women working in SV at the time.",No, I don't want to poison the well... people are prejudiced and in denial about their own issues and vulnerabilities I find...I wish I felt differently...,"Yes, it has","Yes, I think they would",Somewhat not open,"Yes, I experienced",Maybe,1,Rarely,Often,53,female,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,depends,No,no way.  would never get the job,"Yes, I think it would","Yes, they do",Somewhat not open,Maybe/Not sure,Maybe,1,Sometimes,Often,48,f,United States of America
0,Not eligible for coverage / N/A,No,Maybe,No,Yes,Yes,Yes,No,,,Yes,,Maybe,,"Yes, I think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),N/A,,0,Not applicable to me,Not applicable to me,24,male,United Kingdom
0,No,No,Yes,Maybe,No,No,I don't know,No,,,No,It has nothing to do with the future job responsibilities ,No,,"Yes, it has",Maybe,Not open at all,Maybe/Not sure,N/A,0,Sometimes,Often,37,Male,Ireland
0,No,No,Yes,Maybe,Yes,Maybe,No,Yes,,,Maybe,It may cause them to think I won't be able to perform at my job 100%.,No,Stigma.,Maybe,Maybe,Somewhat open,"Yes, I observed",No,1,Sometimes,Often,27,female,United States of America
0,I don't know,No,No,No,Maybe,Yes,I don't know,No,,,Maybe,It would depend on what the job duties were and how comfortable the person interviewing made me feel.,No,Some people dont take mental health serious and might think I am incapable of doing the job.,Maybe,"No, I don't think they would",Very open,No,,1,Sometimes,Sometimes,39,female,United States of America
1,,,,,,,,,Not applicable to me,Unsure,Maybe,Depends on relevancy to the job.,No,Stigma.,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,,0,Not applicable to me,Not applicable to me,31,male,Finland
0,Yes,No,Yes,No,No,No,I don't know,No,,,Maybe,To make sure that appropriate accommodations could be made. ,No,Because they probably wouldn't hire me.,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,1,Not applicable to me,Often,34,Male,United States of America
0,No,No,No,No,Yes,Yes,No,No,,,Yes,,Maybe,I might be reluctant in an interview as there is still a bit of a stigma...,Maybe,Maybe,Somewhat open,"Yes, I experienced",No,1,Rarely,Sometimes,33,Male,United Kingdom
0,No,No,Maybe,Maybe,No,No,I don't know,No,,,Maybe,Worried about how they will look at me after,No,Cos I would really want the job they might get employ someone with mental health issues,"Yes, I think it would","Yes, I think they would",Not open at all,No,,0,Sometimes,Sometimes,22,Male,United Kingdom
0,Not eligible for coverage / N/A,No,No,No,Maybe,Maybe,I don't know,No,,,Maybe,,Maybe,,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,,0,Not applicable to me,Not applicable to me,25,Female,United Kingdom
0,I don't know,No,No,No,Maybe,Maybe,I don't know,No,,,Maybe,Depends on potential impact on job,Maybe,Again relevancy - would it impact my work,Maybe,"No, I don't think they would",Neutral,No,,0,Not applicable to me,Not applicable to me,34,Male,United Kingdom
0,Not eligible for coverage / N/A,No,Yes,Maybe,Maybe,No,No,Yes,,,No,As it may inhibit my chances of getting the position.,No,It may inhibit my chances of getting the position.,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",Maybe,0,Not applicable to me,Not applicable to me,30,male,United Kingdom
0,No,No,Maybe,Maybe,Maybe,Maybe,I don't know,No,,,Maybe,it's important that a potential employer has a full idea of you as a potential employee to make an informed decision,Maybe,allowing the interviewer full disclosure to make an informed decision,Maybe,Maybe,Somewhat open,Maybe/Not sure,N/A,1,Sometimes,Sometimes,37,male,United Kingdom
0,No,No,Yes,Maybe,No,No,No,No,,,No,I'd feel that it'd make me less apt for the job I'm applying in comparison to others.,No,I'd make me look weaker and less apt.,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,Yes,0,Not applicable to me,Sometimes,26,Male,Chile
0,Yes,Yes,No,No,Maybe,Yes,Yes,Yes,,,Maybe,"Although I know in some places employers are not supposed to discriminate against candidates due to ability status, some still do. If and only if it were something that would require significant accommodations or if it was a visible disability, like a wheelchair, would I bring it up.",No,I would fear that I wouldn't get the job because people would see it as a burden that could lead to problems with my employment.,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,1,Rarely,Sometimes,29,female,United States of America
0,No,I don't know,Yes,No,Maybe,No,No,No,,,Maybe,I fear of receiving negative responses,Maybe,,Maybe,"Yes, they do",Very open,"Yes, I observed",Maybe,1,Sometimes,Often,29,male,Chile
0,No,No,Maybe,No,Maybe,No,I don't know,No,,,Maybe,I wouldn't want to attach a negative stigma to myself during an interview,No,I wouldn't want to attach a negative stigma to myself,Maybe,Maybe,Somewhat not open,"Yes, I experienced",Maybe,1,Sometimes,Often,27,Male,United Kingdom
0,No,No,Yes,No,No,Yes,I don't know,No,,,Yes,,No,because i'd be scared they dismiss me politely ,"Yes, it has",Maybe,Somewhat open,No,,1,Sometimes,Rarely,27,female,Chile
0,I don't know,Yes,No,No,Maybe,Yes,Yes,Yes,,,Maybe,"Deafness can be viewed as a physical health issue, and not many employers are willing to go out of their way to accommodate that.",Yes,It's important for the employer to know about my needs so they can accommodate them.,"Yes, I think it would","Yes, I think they would",Somewhat open,N/A,,0,Not applicable to me,Not applicable to me,23,Male,United States of America
0,I don't know,No,No,No,No,Yes,I don't know,No,,,Maybe,"If it's going to impede my ability to work, sure",Maybe,"If it has an effect on my ability to do work, then yes. Otherwise, it's not their business","No, I don't think it would","No, I don't think they would",Somewhat not open,No,,0,Not applicable to me,Not applicable to me,24,female,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Yes,It might affect my performance,Yes,It might affect my relationship with my co-workers,"No, I don't think it would","Yes, they do",Very open,No,,0,Sometimes,Sometimes,22,male,Guatemala
0,No,No,No,No,Yes,Yes,Yes,No,,,Maybe,"As I don't suffer from anything particularly serious it's hard to imagine, but if I did I feel more as if I would be compelled to state this; as if it was likely to affect my ability to work I would want to be upfront about it. If it didn't affect my ability to work I might avoid mentioning it straight away to mitigate the chance of negative concequences",Maybe,See above,Maybe,"No, they do not",Somewhat open,No,,0,Not applicable to me,Not applicable to me,28,Male,United Kingdom
0,I don't know,No,Maybe,No,No,Maybe,No,No,,,Yes,To be upfront about any time off,No,I think it would put me at risk of not getting the job.,"Yes, I think it would","Yes, I think they would",Neutral,No,,1,Sometimes,Often,22,Male,United States of America
0,No,No,Maybe,Maybe,No,No,No,No,,,Maybe,,Maybe,"It might reflect poorly on me as a candidate; all else being equal, it seems that an employer would want to hire a worker with no chronic mental health problems than one with chronic mental health problems.","Yes, I think it would","No, I don't think they would",Somewhat open,Maybe/Not sure,No,0,Not applicable to me,Sometimes,32,Male,United States of America
0,I don't know,No,Maybe,No,Yes,Maybe,I don't know,No,,,Maybe,Bias towards something that may not be relevant to the work,Maybe,Bias/stigma,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,No,1,Rarely,Sometimes,35,female,United States of America
0,Yes,No,Maybe,No,No,Yes,I don't know,No,,,Yes,An employer should know any limitations you have.,Yes,"Same Answer, an employer deserves to know your limitations.","No, I don't think it would","No, I don't think they would",Somewhat not open,No,,1,Sometimes,Sometimes,26,Male,United States of America
0,No,Yes,Yes,Yes,No,Maybe,No,No,,,No,they might think that i am not capable to work. I am also a migrant and this is adds up.,No,Employers don't offer jobs to people with mental health issues due to stigma,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I experienced",Yes,1,Rarely,Often,31,female,United Kingdom
